DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-01,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-02,0.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-03,0.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-04,0.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-05,0.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-06,0.9,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-07,0.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-08,0.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-09,0.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-10,0.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-11,0.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2015-12,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-01,0.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-02,0.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-03,0.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-04,0.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-05,0.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-06,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-07,0.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-08,0.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-09,0.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-10,0.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-11,1.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2016-12,2.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-01,2.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-02,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-03,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-04,2.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-05,2.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-06,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-07,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-08,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-09,2.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-10,2.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-11,2.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2017-12,2.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-01,2.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-02,1.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-03,1.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-04,1.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-05,2.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-06,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-07,2.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-08,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-09,2.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-10,2.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-11,1.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2018-12,1.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-01,2.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-02,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-03,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-04,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-05,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-06,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-07,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-08,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-09,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-10,2.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-11,3.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2019-12,3.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-01,3.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-02,3.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-03,3.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-04,3.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-05,3.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-06,3.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-07,3.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-08,3.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-09,3.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-10,2.9,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-11,2.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2020-12,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-01,2.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-02,2.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-03,2.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-04,3.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-05,2.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-06,2.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-07,2.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-08,3.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-09,4.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-10,4.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-11,4.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2021-12,5.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-01,8.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-02,10.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-03,11.9,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-04,13.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-05,15.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-06,16.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-07,17.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-08,17.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-09,17.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-10,15.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-11,17.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2022-12,16.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-01,19.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-02,18.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-03,16.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-04,14.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-05,12.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-06,11.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-07,10.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-08,10.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-09,8.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-10,9.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-11,8.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2023-12,7.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-01,2.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-02,2.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-03,2.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-04,3.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-05,2.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-06,2.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-07,2.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-08,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-09,2.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-10,3.0,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-11,3.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2024-12,3.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-01,2.9,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-02,2.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-03,2.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-04,1.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-05,2.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-06,2.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-07,2.5,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-08,2.4,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Czechia,2025-09,,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-01,0.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-02,0.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-03,0.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-04,0.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-05,0.9,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-06,0.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-07,0.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-08,0.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-09,0.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-10,0.7,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-11,0.6,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2015-12,0.8,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2016-01,1.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2016-02,1.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2016-03,1.3,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2016-04,1.2,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2016-05,1.1,,
ESTAT:PRC_HICP_MANR(1.0),01/10/25 11:00:00,Monthly,Annual rate of change,"Overall index excluding energy, food, alcohol and tobacco",Czechia,2016-06,1.0,,
